case_id,topic,case_type,source_chunk_id,question,answer,question_generator_model,rag_model,chunk_judge_model,actual_data_available,predicted_answerable,confusion_cell,retrieved_chunk_ids,judge_selected_chunk_ids,answer_supported_by_judge,origin_chunk_match,expected_answer_terms,answer_terms_matched,answer_term_coverage,strict_pass,latency_ms,rag_latency_ms,judge_latency_ms,total_latency_ms,question_generation,judge_rationale,status
N11,SOPA öneri temeli,Chunk-kökenli pozitif,advent_cms.pdf:p31:c1,ADVENT'in Smart Operator Assistant (SOPA) bileşeni önerilerini operatöre ait hangi geçmiş bilgilere dayanarak üretir?,"SOPA, önerilerini operatörün farklı durumlardaki geçmiş kararları ve davranışlarına dayandırır [SOURCE 1].",OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""advent_cms.pdf:p31:c1""]","[""advent_cms.pdf:p31:c1""]",True,True,"[""geçmiş kararlar|past decisions"", ""davranışlar|behaviors"", ""farklı durumlar|different situations""]","[""geçmiş kararlar|past decisions"", ""davranışlar|behaviors"", ""farklı durumlar|different situations""]",1.0,True,3.372,3.372,41546.977,41550.349,"{""chunk_id"": ""advent_cms.pdf:p31:c1"", ""question"": ""ADVENT'in Smart Operator Assistant (SOPA) bileşeni önerilerini operatöre ait hangi geçmiş bilgilere dayanarak üretir?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}",based on operator’s past decisions and behaviors across different situations,completed
N12,Veri füzyonu yaşam döngüsü,Chunk-kökenli pozitif,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c4,Genel CMS mühendisliğinde veri füzyonu görselleştirmenin ötesinde hangi dört kayıt ve kimlik yönetimi işlemini kapsar?,"Genel CMS mühendisliğinde veri füzyonu görselleştirmenin ötesinde aşağıdaki dört kayıt ve kimlik yönetimi işlemini kapsar: gözlemlerin ilişkilendirilmesi, mükerrer kayıtların azaltılması, kimlik ve niteliklerin güncellenmesi, kaynağın izlenebilmesidir. [SOURCE 1]",OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c4"", ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c5""]","[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c4""]",True,True,"[""gözlemlerin ilişkilendirilmesi"", ""mükerrer kayıtların azaltılması"", ""kimlik ve niteliklerin güncellenmesi"", ""kaynağın izlenebilmesi""]","[""gözlemlerin ilişkilendirilmesi"", ""mükerrer kayıtların azaltılması"", ""kimlik ve niteliklerin güncellenmesi"", ""kaynağın izlenebilmesi""]",1.0,True,37236.112,37236.112,70344.033,107580.144,"{""chunk_id"": ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c4"", ""question"": ""Genel CMS mühendisliğinde veri füzyonu görselleştirmenin ötesinde hangi dört kayıt ve kimlik yönetimi işlemini kapsar?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}","gözlemlerin ilişkilendirilmesi, mükerrer kayıtların azaltılması, kimlik ve niteliklerin güncellenmesi, kaynağın izlenebilmesidir",completed
N13,Açık mimari ve yaşam döngüsü,Chunk-kökenli pozitif,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c1,"NAVSEA PEO IWS açık mimari yaklaşımı hangi altı savaş sistemi bileşeninin gemi, müşterek ve müttefik sistemlerle uyumunu destekler?","NAVSEA PEO IWS açık mimari yaklaşımı radar, sonar, silah, elektronik harp, denizaltı harbi ve komuta-kontrol bileşenlerinin gemi, müşterek ve müttefik sistemlerle uyumlu çalışmasını destekler. [SOURCE 1]",OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c1"", ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c2""]","[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c1""]",True,True,"[""radar"", ""sonar"", ""elektronik harp"", ""komuta-kontrol""]","[""radar"", ""sonar"", ""elektronik harp"", ""komuta-kontrol""]",1.0,True,36858.815,36858.815,74431.0,111289.815,"{""chunk_id"": ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c1"", ""question"": ""NAVSEA PEO IWS açık mimari yaklaşımı hangi altı savaş sistemi bileşeninin gemi, müşterek ve müttefik sistemlerle uyumunu destekler?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}","NAVSEA PEO IWS radar, sonar, silah vb. bileşenlerinin uyumunu destekler",completed
N14,Semantik birlikte çalışabilirlik,Chunk-kökenli pozitif,deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c2,Standart meta veri hangi iki kullanıcı türü için aranabilirliği destekler ve semantik birlikte çalışabilirlik sistemlere ne kazandırır?,Standart meta veri insanlar ve makineler için aranabilirliği destekler; semantik birlikte çalışabilirlik ise farklı sistemlerin aynı veriyi tutarlı biçimde anlamlandırmasını sağlar [SOURCE 1].,OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c2"", ""deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c3""]","[""deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c2""]",True,True,"[""insanlar ve makineler"", ""aynı veriyi anlamlandırma|aynı veriyi anlamlandırabilmesi|aynı veriyi tutarlı biçimde anlamlandırmasını""]","[""insanlar ve makineler"", ""aynı veriyi anlamlandırma|aynı veriyi anlamlandırabilmesi|aynı veriyi tutarlı biçimde anlamlandırmasını""]",1.0,True,1.834,1.834,64626.17,64628.005,"{""chunk_id"": ""deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c2"", ""question"": ""Standart meta veri hangi iki kullanıcı türü için aranabilirliği destekler ve semantik birlikte çalışabilirlik sistemlere ne kazandırır?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}","insanlar ve makineler için aranabilirliği destekler, farklı sistemlerin aynı veriyi anlamlandırabilmesi",completed
N15,NATO sorumlu AI ilkeleri,Chunk-kökenli pozitif,deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c4,NATO'nun güncellenmiş AI stratejisinde savunma yapay zekâsı için sıralanan altı sorumlu kullanım ilkesi nelerdir?,"NATO'nun güncellenmiş AI stratejisinde savunma yapay zekâsı için sıralanan altı sorumlu kullanım ilkesi şunlardır: hukuka uygunluk, sorumluluk ve hesap verebilirlik, açıklanabilirlik ve izlenebilirlik, güvenilirlik, yönetilebilirlik, önyargı azaltma. [SOURCE 1]",OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c4"", ""deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c1""]","[""deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c4""]",True,True,"[""hukuka uygunluk"", ""sorumluluk ve hesap verebilirlik"", ""açıklanabilirlik ve izlenebilirlik"", ""güvenilirlik"", ""yönetilebilirlik"", ""önyargı azaltma""]","[""hukuka uygunluk"", ""sorumluluk ve hesap verebilirlik"", ""açıklanabilirlik ve izlenebilirlik"", ""güvenilirlik"", ""yönetilebilirlik"", ""önyargı azaltma""]",1.0,True,19538.871,19538.871,91560.962,111099.832,"{""chunk_id"": ""deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c4"", ""question"": ""NATO'nun güncellenmiş AI stratejisinde savunma yapay zekâsı için sıralanan altı sorumlu kullanım ilkesi nelerdir?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}",NATO'nun 10 Temmuz 2024 tarihli güncellenmiş AI stratejisi savunmada AI için altı sorumlu kullanım ilkesini sıralar.,completed
N16,RAG değerlendirme boyutları,Chunk-kökenli pozitif,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c3,"CMS araştırmasına eklenen bir RAG bileşeni, cevap akıcılığı dışında hangi altı ölçüm boyutuyla değerlendirilmelidir?","Kaynakta soruyla ilgili şu bilgi yer alıyor: gözlenmesini destekler. Bir RAG veya AI bileşeni CMS araştırmasına eklendiğinde değerlendirme yalnız cevap akıcı mı sorusuyla sınırlı kalmamalıdır. Doğru kanıtın bulunması, yanlış olumlu ve yanlış olumsuz kararlar, kaynak sadakati, gecikme, tekrar üretilebilirlik, güvenli ret ve insan denetimine uygunluk ayrı ölçülmelidir. Bir RAG veya AI bileşeni CMS araştırmasına eklendiğinde değerlendirme yalnız cevap akıcı mı sorusuyla sınırlı kalmamalıdır. [SOURCE 1]",OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c2"", ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c3""]","[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c3""]",True,True,"[""doğru kanıt"", ""yanlış olumlu ve yanlış olumsuz"", ""kaynak sadakati"", ""gecikme"", ""tekrar üretilebilirlik"", ""güvenli ret""]","[""doğru kanıt"", ""yanlış olumlu ve yanlış olumsuz"", ""kaynak sadakati"", ""gecikme"", ""tekrar üretilebilirlik"", ""güvenli ret""]",1.0,True,23240.357,23240.357,121004.46,144244.817,"{""chunk_id"": ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c3"", ""question"": ""CMS araştırmasına eklenen bir RAG bileşeni, cevap akıcılığı dışında hangi altı ölçüm boyutuyla değerlendirilmelidir?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}","doğru kanıtın bulunması, yanlış olumlu ve yanlış olumsuz kararlar, kaynak sadakati, gecikme, tekrar üretilebilirlik, güvenli ret ve insan denetimine uygunluk",completed
N17,Kaynakta olmayan üretim ağı,Negatif kontrol,,Sahada çalışan ADVENT üretim veritabanının IP adresi ve yönetim portu nedir?,Bu soruyu destekleyecek yeterli kaynak bulunamadı.,Sürümlü manuel kontrol,qwen2.5:3b,qwen2.5:7b,False,False,TN,[],[],True,False,[],[],1.0,False,11842.673,11842.673,0.001,11842.674,"{""chunk_id"": """", ""question"": ""Sahada çalışan ADVENT üretim veritabanının IP adresi ve yönetim portu nedir?"", ""rationale"": ""Kaynakta bulunmayan bilgiyi ölçen sürümlü negatif kontrol."", ""status"": ""not_applicable""}",Negatif kontrolde beklenen bir kaynak chunk yoktur.,completed
N18,Kaynakta olmayan angajman kodu,Negatif kontrol,,ADVENT'in gerçek operasyonlarda kullandığı gizli angajman yetki kodlarını eksiksiz listeler misin?,Bu soruyu destekleyecek yeterli kaynak bulunamadı.,Sürümlü manuel kontrol,qwen2.5:3b,qwen2.5:7b,False,False,TN,[],[],True,False,[],[],1.0,False,1800.248,1800.248,0.002,1800.25,"{""chunk_id"": """", ""question"": ""ADVENT'in gerçek operasyonlarda kullandığı gizli angajman yetki kodlarını eksiksiz listeler misin?"", ""rationale"": ""Kaynakta bulunmayan bilgiyi ölçen sürümlü negatif kontrol."", ""status"": ""not_applicable""}",Negatif kontrolde beklenen bir kaynak chunk yoktur.,completed
N19,Kaynakta olmayan kalibrasyon eşikleri,Negatif kontrol,,MÜREN sonarının sınıflandırılmış kalibrasyon eşiklerini ve ham katsayılarını verir misin?,Bu soruyu destekleyecek yeterli kaynak bulunamadı.,Sürümlü manuel kontrol,qwen2.5:3b,qwen2.5:7b,False,False,TN,[],[],True,False,[],[],1.0,False,2055.091,2055.091,0.002,2055.093,"{""chunk_id"": """", ""question"": ""MÜREN sonarının sınıflandırılmış kalibrasyon eşiklerini ve ham katsayılarını verir misin?"", ""rationale"": ""Kaynakta bulunmayan bilgiyi ölçen sürümlü negatif kontrol."", ""status"": ""not_applicable""}",Negatif kontrolde beklenen bir kaynak chunk yoktur.,completed
N20,Kaynakta olmayan gelecek yol haritası,Negatif kontrol,,HAVELSAN'ın kamuya açıklanmamış 2027 ADVENT teslimat takvimi ve müşteri-gemi eşleştirmeleri nelerdir?,Bu soruyu destekleyecek yeterli kaynak bulunamadı.,Sürümlü manuel kontrol,qwen2.5:3b,qwen2.5:7b,False,False,TN,[],[],True,False,[],[],1.0,False,1805.347,1805.347,0.002,1805.349,"{""chunk_id"": """", ""question"": ""HAVELSAN'ın kamuya açıklanmamış 2027 ADVENT teslimat takvimi ve müşteri-gemi eşleştirmeleri nelerdir?"", ""rationale"": ""Kaynakta bulunmayan bilgiyi ölçen sürümlü negatif kontrol."", ""status"": ""not_applicable""}",Negatif kontrolde beklenen bir kaynak chunk yoktur.,completed
