case_id,topic,case_type,source_chunk_id,question,answer,question_generator_model,rag_model,chunk_judge_model,actual_data_available,predicted_answerable,confusion_cell,retrieved_chunk_ids,judge_selected_chunk_ids,answer_supported_by_judge,origin_chunk_match,expected_answer_terms,answer_terms_matched,answer_term_coverage,strict_pass,latency_ms,rag_latency_ms,judge_latency_ms,total_latency_ms,question_generation,judge_rationale,status
L11,ADVENT UFUK,Chunk-kökenli pozitif,advent_cms.pdf:p26:c1,ADVENT UFUK kıyı boyunca konuşlu sensörlerden veri toplarken belgede sayılan dört kimlik ve trafik kaynağı hangileridir?,"ADVENT UFUK, deniz güvenliği ve durumsal farkındalık için komuta-kontrol ve bilgi yönetimi sağlar. Kıyı radarları ve elektronik destek sistemlerinin yanı sıra IFF, ADS-B ve AIS verilerini birleştirerek tanınmış deniz resmi üretimini destekler [SOURCE 1].",OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,False,FN,"[""advent_cms.pdf:p26:c1"", ""advent_cms.pdf:p26:c2""]",[],False,False,"[""IFF"", ""ADSB|ADS-B"", ""AIS"", ""Electronic Support Systems|elektronik destek""]","[""IFF"", ""ADSB|ADS-B"", ""AIS"", ""Electronic Support Systems|elektronik destek""]",1.0,False,3.577,3.577,26555.842,26559.419,"{""chunk_id"": ""advent_cms.pdf:p26:c1"", ""question"": ""ADVENT UFUK kıyı boyunca konuşlu sensörlerden veri toplarken belgede sayılan dört kimlik ve trafik kaynağı hangileridir?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}",无直接支持答案的片段,completed
L12,ADVENT MÜREN,Chunk-kökenli pozitif,advent_cms.pdf:p28:c1,ADVENT MÜREN hangi platformlar için geliştirilmiştir ve hangi denizaltı sınıfı için geliştirilen MÜREN yeteneklerini birleştirir?,"ADVENT MÜREN, su altı platformları için yeni nesil komuta-kontrol sistemidir ve Preveze sınıfı denizaltılar için geliştirilen MÜREN yeteneklerini ADVENT savaş sistemi kabiliyetleriyle birleştirir [SOURCE 1].",OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""advent_cms.pdf:p28:c1"", ""advent_cms.pdf:p28:c2""]","[""advent_cms.pdf:p28:c1""]",True,True,"[""su altı platform|underwater platforms"", ""Preveze""]","[""su altı platform|underwater platforms"", ""Preveze""]",1.0,True,3.54,3.54,46961.893,46965.432,"{""chunk_id"": ""advent_cms.pdf:p28:c1"", ""question"": ""ADVENT MÜREN hangi platformlar için geliştirilmiştir ve hangi denizaltı sınıfı için geliştirilen MÜREN yeteneklerini birleştirir?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}","su altı platformları için, Preveze sınıfı denizaltılar için",completed
L13,MAIN bakım asistanı,Chunk-kökenli pozitif,advent_ai_kamuya_acik_arastirma.pdf:p1:c2,MAIN bakım destek asistanı ADVENT kullanıcılarına hangi bakım ve soru-cevap işlevlerini sunar?,"MAIN, bakım personelinin bakım adımlarını belirlemesine ve talimatlara erişmesine yardımcı olur; sistem geneli soru-cevap ve doğal dil etkileşimi sunar. Kamuya açık açıklamaya göre kapalı ağlarda ve yerel modellerle çalışacak şekilde tasarlanmıştır [SOURCE 1].",OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""advent_ai_kamuya_acik_arastirma.pdf:p1:c1"", ""advent_ai_kamuya_acik_arastirma.pdf:p1:c2""]","[""advent_ai_kamuya_acik_arastirma.pdf:p1:c2""]",True,True,"[""bakım"", ""talimat"", ""soru-cevap""]","[""bakım"", ""talimat"", ""soru-cevap""]",1.0,True,1.945,1.945,66243.566,66245.511,"{""chunk_id"": ""advent_ai_kamuya_acik_arastirma.pdf:p1:c2"", ""question"": ""MAIN bakım destek asistanı ADVENT kullanıcılarına hangi bakım ve soru-cevap işlevlerini sunar?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}"," bakım adımlarını belirleme, talimatlar bulma, soru-cevap destek",completed
L14,Bütünleşik CMS karar zinciri,Chunk-kökenli pozitif,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c2,Genel CMS ilkesine göre sensör verisi hangi iki unsurla aynı bilgi zincirinde yönetilmelidir?,Genel CMS ilkesine göre sensör verisi aynı bilgi zincirinde yönetilmelidir; bu süreçte sensör verisinin karar desteği ve uygun görev kaynaklarıyla birlikte çalışır. [SOURCE 1],OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c2"", ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c4""]","[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c2""]",True,True,"[""karar desteği"", ""görev kaynak""]","[""karar desteği"", ""görev kaynak""]",1.0,True,31778.946,31778.946,69777.65,101556.596,"{""chunk_id"": ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c2"", ""question"": ""Genel CMS ilkesine göre sensör verisi hangi iki unsurla aynı bilgi zincirinde yönetilmelidir?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}",sensör verisinin karar desteği ve uygun görev kaynaklarıyla birlikte çalışır,completed
L15,Ortak operasyon resmi,Chunk-kökenli pozitif,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c3,Ortak operasyon resminde harita ve seyir haritalarına ek olarak hangi dört bilgi katmanı bir araya getirilebilir?,"Kaynakta soruyla ilgili şu bilgi yer alıyor: merkezî, otomatik bir komuta-kontrol ve silah kontrol sistemi olarak açıklanır. Ortak operasyon resmi ve veri füzyonu ABD Deniz Kuvvetlerinin GCCS-M kamu açıklamasına göre deniz komuta-kontrol sistemi; dost, hasım ve tarafsız kara, deniz ve hava unsurlarının konum ve nitelik bilgisini birleştirir, ilişkilendirir, süzer, sürdürür ve görüntüler. Haritalar, seyir haritaları, topoğrafik ve oşinografik katmanlar, meteoroloji, görüntü ve farklı istihba [SOURCE 1]",OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c3"", ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c1""]","[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c3""]",True,True,"[""topoğrafik"", ""oşinografik"", ""meteoroloji"", ""görüntü""]","[""topoğrafik"", ""oşinografik"", ""meteoroloji"", ""görüntü""]",1.0,True,37907.611,37907.611,78744.239,116651.85,"{""chunk_id"": ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c3"", ""question"": ""Ortak operasyon resminde harita ve seyir haritalarına ek olarak hangi dört bilgi katmanı bir araya getirilebilir?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}","topoğrafik, oşinografik, meteoroloji ve görüntü",completed
L16,NIST AI RMF,Chunk-kökenli pozitif,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c4,NIST AI RMF risk yönetimini yaşam döngüsüne yayan dört işlevi nasıl adlandırır?,"NIST AI RMF, risk yönetimini yaşam döngüsüne yayan dört işlevi Govern, Map, Measure ve Manage olarak adlandırır [SOURCE 1].",OpenAI Codex büyük model · geliştirme zamanı,qwen2.5:3b,qwen2.5:7b,True,True,TP,"[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c4"", ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c2""]","[""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c4""]",True,True,"[""Govern"", ""Map"", ""Measure"", ""Manage""]","[""Govern"", ""Map"", ""Measure"", ""Manage""]",1.0,True,1.775,1.775,71388.674,71390.449,"{""chunk_id"": ""genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c4"", ""question"": ""NIST AI RMF risk yönetimini yaşam döngüsüne yayan dört işlevi nasıl adlandırır?"", ""rationale"": ""Büyük model geliştirme oturumunda yalnız kaynak chunk kullanılarak üretildi ve sürümlü veri setine alınmadan önce doğrulandı."", ""status"": ""prepared_and_curated""}","Govern, Map, Measure ve Manage",completed
L17,Kaynakta olmayan kriptografi,Negatif kontrol,,ADVENT'in kullandığı gizli haberleşme algoritmasının tam adı ve anahtar uzunluğu nedir?,Bu soruyu destekleyecek yeterli kaynak bulunamadı.,Sürümlü manuel kontrol,qwen2.5:3b,qwen2.5:7b,False,False,TN,[],[],True,False,[],[],1.0,False,2010.748,2010.748,0.003,2010.751,"{""chunk_id"": """", ""question"": ""ADVENT'in kullandığı gizli haberleşme algoritmasının tam adı ve anahtar uzunluğu nedir?"", ""rationale"": ""Kaynakta bulunmayan bilgiyi ölçen sürümlü negatif kontrol."", ""status"": ""not_applicable""}",Negatif kontrolde beklenen bir kaynak chunk yoktur.,completed
L18,Kaynakta olmayan canlı konum,Negatif kontrol,,ADVENT kullanan gemilerin şu anki kesin koordinatları nelerdir?,Bu soruyu destekleyecek yeterli kaynak bulunamadı.,Sürümlü manuel kontrol,qwen2.5:3b,qwen2.5:7b,False,False,TN,[],[],True,False,[],[],1.0,False,1624.495,1624.495,0.002,1624.496,"{""chunk_id"": """", ""question"": ""ADVENT kullanan gemilerin şu anki kesin koordinatları nelerdir?"", ""rationale"": ""Kaynakta bulunmayan bilgiyi ölçen sürümlü negatif kontrol."", ""status"": ""not_applicable""}",Negatif kontrolde beklenen bir kaynak chunk yoktur.,completed
L19,Kaynakta olmayan fiyat,Negatif kontrol,,Bir ADVENT kurulumunun güncel kesin satın alma fiyatı kaç dolardır?,Bu soruyu destekleyecek yeterli kaynak bulunamadı.,Sürümlü manuel kontrol,qwen2.5:3b,qwen2.5:7b,False,False,TN,[],[],True,False,[],[],1.0,False,2045.756,2045.756,0.005,2045.76,"{""chunk_id"": """", ""question"": ""Bir ADVENT kurulumunun güncel kesin satın alma fiyatı kaç dolardır?"", ""rationale"": ""Kaynakta bulunmayan bilgiyi ölçen sürümlü negatif kontrol."", ""status"": ""not_applicable""}",Negatif kontrolde beklenen bir kaynak chunk yoktur.,completed
L20,Kaynakta olmayan erişim bilgisi,Negatif kontrol,,ADVENT operatör konsolunun varsayılan kullanıcı adı ve parolası nedir?,Bu soruyu destekleyecek yeterli kaynak bulunamadı.,Sürümlü manuel kontrol,qwen2.5:3b,qwen2.5:7b,False,False,TN,[],[],True,False,[],[],1.0,False,2759.647,2759.647,0.002,2759.649,"{""chunk_id"": """", ""question"": ""ADVENT operatör konsolunun varsayılan kullanıcı adı ve parolası nedir?"", ""rationale"": ""Kaynakta bulunmayan bilgiyi ölçen sürümlü negatif kontrol."", ""status"": ""not_applicable""}",Negatif kontrolde beklenen bir kaynak chunk yoktur.,completed
